ticker	2020-08-01	2020-05-01	2020-02-01	2019-11-01	2019-08-01
GAXY	0.0038	0.0053	0.11	0.3799	2.06
ZN	0.45	0.26	0.23	0.21	0.33
GE	6.07	6.79	12.42	9.95	10.4
SONN	4.11	5.2	16.64	19.76	19.5
F	6.61	5.09	8.82	8.45	9.22
PINS	34.29	20.66	22.03	25.14	28.99
MCOA	0.0017	0.008	0.049	0.1865	0.36
AAPL	425.04	293.01	307.94	246.76	210.53
SRNE	8.92	2.27	3.83	1.52	2.69
AMD	77.43	52.39	47.0	33.93	30.45
SGMD	0.0024	0.0023	0.0077	0.0181	0.0117
ECOR	2.23	0.96	1.26	1.58	1.41
FLDM	7.04	2.24	3.84	4.92	11.75
BAC	24.88	23.88	32.4	30.69	29.91
KODK	21.85	2.25	3.41	2.67	2.42
FB	253.67	204.71	201.91	191.65	194.23
AAL	11.12	12.01	26.74	29.85	30.19
SNAP	22.42	17.61	18.38	15.06	16.8
MSFT	205.01	178.71	169.29	142.1	134.61
MARK	1.55	0.57	0.58	0.72	0.9
TOPS	0.1	0.23	0.67	3.2	7.4
SNSS	0.3	0.45	0.53	0.58	0.86
INTC	47.73	59.64	63.26	55.63	49.41
WFC	24.26	28.47	45.52	49.59	45.98
MARA	2.03	0.45	1.04	1.35	2.09
IZEA	1.425	0.25	0.32	0.28	0.404
T	29.58	29.95	36.34	36.69	32.01
PPCB	0.002	0.0129	0.1566	0.65	1.7
OPK	5.15	2.22	1.45	1.42	2.11
SIRI	5.88	5.9	7.04	6.68	6.21
CTL	9.65	10.36	13.06	12.16	11.11
XOM	42.08	45.59	60.08	64.57	70.18
MGM	16.09	16.83	30.83	28.17	29.54
TNXP	1.29	0.67	1.4	2.9	5.3
BA	158.0	141.02	316.39	335.94	335.1
UAL	31.38	29.58	74.8	90.84	91.91
PCG	9.35	10.64	15.21	6.17	18.13
NCLH	13.64	16.4	53.85	50.76	49.44
VRUS	0.003	0.011	0.016	0.018	0.026
VAL	0.39	0.46	5.11	4.11	8.27
PFE	38.48	37.61	36.52	36.89	36.99
ZOM	0.158	0.17	0.199	0.3	0.26
OCGN	0.515	0.313	0.53	1.62	10.8
X	6.66	7.67	9.05	11.44	14.88
HPE	9.87	9.96	13.64	15.94	13.86
PMCB	0.01	0.02	0.06	0.04	0.04
CMCSA	42.8	37.41	42.66	44.06	42.24
IGEN	0.0068	0.001	0.0149	0.0378	0.0425
IAA	43.35	38.6	47.26	38.15	46.75
M	6.06	5.86	15.31	14.21	20.85
AMCR	10.3	8.87	10.35	9.19	10.11
VISL	0.52	0.34	0.31	0.37	1.15
C	50.01	47.57	72.89	69.43	68.24
MRO	5.49	6.12	11.32	11.43	13.89
KGC	9.37	6.61	5.07	4.85	4.02
KNDI	7.22	3.56	3.98	4.98	5.32
UAA	10.52	10.42	20.18	20.65	23.07
CCL	13.88	15.9	43.03	41.91	45.65
PRPO	3.14	0.737	1.875	2.37	2.92
GILD	69.53	83.26	62.06	61.98	63.15
SPAQ	12.32	10.17	10.18	10.05	9.99
RUN	36.69	14.03	17.03	15.54	19.05
HBI	14.13	9.76	13.38	14.65	15.34
GOLD	28.91	25.64	18.4	17.15	16.03
SM	2.95	4.05	9.1254	7.7933	9.8486
ATNM	0.576	0.185	0.251	0.25	0.233
CVX	83.94	90.67	104.37	112.03	117.55
APDN	10.0	6.88	3.79	6.8	12.0
TPTW	0.0434	0.0036	0.0021	0.0214	0.1
TWTR	36.4	28.68	32.48	29.97	42.31
GNUS	1.46	0.299	0.31	0.65	0.792
NBL	9.99	9.79	19.61	18.99	21.64
INO	19.44	12.03	4.53	2.13	2.76
HUSA	0.13	0.16	0.15	0.18	0.21
HAL	14.33	10.46	21.5	18.81	22.26
GM	24.89	22.29	32.99	36.32	39.04
ATUS	26.99	25.97	27.36	30.95	25.81
CSCO	47.1	42.05	45.18	46.36	53.65
WMB	19.13	18.99	19.77	20.97	22.81
IBIO	4.44	1.12	0.28	0.16	0.67
MU	50.06	47.89	53.09	47.55	44.89
DAL	24.97	25.91	55.36	54.7	60.17
UA	9.49	9.27	17.96	18.5	20.34
NOVN	0.666	0.371	0.521	2.2	2.63
VYST	0.05	0.0087	0.0093	0.0212	0.0273
CNP	19.01	16.88	25.97	28.18	27.83
AUY	6.51	4.67	4.04	3.6	2.91
QCOM	105.61	78.07	83.99	78.58	70.91
FE	29.0	40.88	49.94	47.13	42.51
ZNGA	9.83	7.54	6.02	6.17	6.38
UBER	30.26	30.27	36.29	31.5	42.14
BIOC	0.74	0.38	0.31	0.71	1.01
VZ	57.48	56.81	58.15	58.55	52.97
GSAT	0.39	0.32	0.48	0.38	0.48
ACST	0.76	0.61	0.73	1.84	2.41
RIG	2.04	1.28	4.56	4.75	6.08
ADMA	3.57	2.95	3.96	4.89	3.62
KMI	14.1	14.69	20.13	19.05	19.42
BKR	15.49	13.79	21.41	20.81	24.5
OXY	15.74	16.59	38.53	38.49	47.96
SLB	18.14	16.71	32.8	31.56	37.99
PLUG	7.71	4.18	3.87	2.65	2.21
ET	6.55	8.09	11.84	11.56	12.92
KO	47.24	45.48	57.37	53.07	50.95
CLF	5.18	4.38	6.91	7.07	10.26
HTBX	2.17	0.57	0.23	0.53	0.71
FCX	12.92	8.83	11.1	9.78	10.96
ABBV	94.91	81.21	78.87	76.4	62.15
HPQ	17.58	15.36	20.92	16.9	20.29
RIOT	2.64	1.21	1.35	1.56	2.2
JPM	96.64	94.84	129.73	121.66	112.08
DKNG	33.38	19.46	14.53	10.08	9.8
OAS	0.64	0.7	2.25	2.61	4.87
MRNA	74.1	45.99	20.51	16.75	13.1
V	190.4	178.42	198.35	178.0	176.89
WORK	29.55	26.69	20.73	22.0	33.42
HBAN	9.27	9.1	13.13	13.54	13.52
SWN	2.43	3.23	1.57	2.05	2.2
BLXX	0.0065	0.004	0.19	0.136	0.195
PBCT	10.79	12.49	14.97	15.52	15.59
BEN	21.05	18.6	24.58	26.49	31.1
GLBS	0.14	0.72	0.65	2.77	2.2
NWL	16.4	13.66	18.95	18.19	13.41
ZSAN	1.0	0.746	1.16	1.95	2.9
VBIV	4.07	1.22	1.37	0.585	0.7319
NOG	0.8	0.84	1.66	1.96	1.62
TSLA	1430.76	781.88	650.57	314.92	241.61
TELL	0.89	1.42	7.02	7.97	6.17
APA	15.35	13.06	27.31	21.39	23.85
SAVE	15.81	15.02	41.07	37.56	42.43
APHA	4.775	3.59	4.66	5.0	5.38
CPE	1.14	0.94	3.0	3.8	4.92
WU	24.28	18.88	26.36	24.38	20.26
MRK	80.24	78.71	84.07	84.69	80.57
WBA	40.71	42.8	49.84	53.3	52.54
RTX	56.68	64.24	93.25	88.44	81.81
EROS	2.84	2.55	2.41	2.24	1.66
HL	5.52	2.63	3.02	2.29	1.84
KHC	34.38	29.94	28.34	31.0	30.21
LUV	30.89	31.25	54.77	55.73	50.98
RF	10.86	10.61	15.21	15.58	15.25
NKLA	30.0	-	10.34	-	-
EXPE	81.01	70.98	108.05	135.67	131.44
PYPL	196.07	123.0	113.89	104.1	110.4
PEIX	2.35	0.35	0.65	0.55	0.54
BLNK	11.05	1.69	1.89	2.11	3.04
PENN	33.85	17.82	29.83	21.32	19.52
WKHS	15.52	2.93	3.21	2.53	5.19
CRS	22.36	21.96	39.37	48.33	44.01
CEMI	5.53	12.7	4.11	5.35	6.05
BNGO	0.79	0.4	1.03	0.79	2.61
BMY	58.66	60.35	61.96	56.07	43.04
SCHW	33.15	37.52	45.14	40.19	42.47
AA	13.0	8.15	13.95	20.79	22.49
JBLU	10.34	9.74	19.83	19.3	19.23
XELA	0.5103	0.355	0.3756	0.6111	2.65
MPC	38.2	31.55	53.06	61.75	53.85
FITB	19.86	18.42	27.6	27.99	28.33
TTOO	1.66	0.545	0.89	2.45	0.59
MS	48.88	39.16	51.45	45.04	43.25
WPX	5.97	6.13	11.95	9.98	10.44
NVDA	424.59	292.15	236.18	200.66	168.25
SESN	1.04	0.55	0.95	1.22	1.23
DIS	116.94	108.15	138.31	129.15	142.16
TRXC	0.49	0.41	1.36	2.99	17.81
ORCL	55.45	52.75	51.98	53.76	55.3
FCEL	2.23	2.02	1.59	0.24	0.34
FTI	8.03	8.91	16.17	19.2	26.65
DLX	28.23	27.76	47.15	50.4	43.1
VXRT	9.39	2.7	1.25	0.32	0.69
EXC	38.61	36.68	46.72	44.3	43.53
CVS	62.94	61.07	66.74	64.89	54.2
CARR	27.24	17.65	-	-	-
FSLY	96.49	21.65	22.51	20.02	21.7
BIOL	0.41	0.43	0.6	0.58	1.55
CHFS	0.85	0.41	0.48	0.92	2.85
NEM	69.2	59.23	44.74	39.31	36.0
EBAY	55.28	39.69	33.29	34.83	40.55
ATVI	82.63	63.73	58.1	55.66	48.42
KEY	12.01	11.47	18.21	17.32	17.5
IDEX	1.47	0.6	0.59	1.15	1.9
BBBY	10.82	6.19	13.93	13.25	9.24
COTY	3.71	5.45	10.1489	11.445	10.5466
FET	0.5	0.43	1.06	1.16	2.62
XRX	16.65	17.99	34.53	32.72	30.7
SQ	129.85	65.14	74.69	61.43	80.41
ACHV	13.63	8.4	11.2	25.8	36.6
JCI	38.48	28.89	38.82	42.38	41.26
HBP	2.24	1.12	1.45	2.12	2.59
PG	131.12	117.13	123.02	122.18	115.1
VIAC	26.07	17.26	33.62	-	-
RMED	0.29	1.0	2.47	1.51	2.83
JNJ	145.76	149.01	146.91	129.4	126.67
CYDY	4.97	3.5	1.49	0.3	0.43
ONTX	1.15	0.31	0.34	0.53	2.5
CDE	7.93	4.21	6.03	5.52	4.6
HMHC	2.96	1.6	5.52	6.46	5.85
CF	31.33	27.16	39.5	44.19	47.99
ROKU	154.89	121.23	120.95	147.2	103.33
AMZN	3164.68	2474.0	2008.72	1776.66	1866.78
TXN	127.55	114.38	118.9	115.44	121.39
NOV	11.51	12.64	20.51	22.46	23.61
AR	2.96	2.98	1.85	2.5	4.61
COP	37.39	41.26	57.84	53.72	57.07
FLEX	11.49	9.76	13.15	11.75	11.15
USB	36.84	36.07	51.98	55.3	55.01
PLM	0.48	0.29	0.26	0.31	0.38
BTG	6.9	5.04	4.29	3.47	3.14
MO	41.15	38.41	45.27	41.96	43.27
DVN	10.49	12.36	21.29	19.81	26.27
COG	18.7	21.51	14.02	18.32	18.74
MTG	8.27	7.25	13.62	13.48	12.58
RCL	48.71	46.77	115.93	107.1	113.7
DOW	41.06	36.05	44.52	48.18	45.46
MDLZ	55.49	51.15	56.71	51.57	52.33
UPS	142.76	93.68	101.44	111.98	115.19
HRB	14.5	16.36	22.45	23.92	26.22
MGTI	0.02	0.023	0.02	0.023	0.045
SBUX	76.53	76.3	83.96	83.28	92.9
OSTK	75.59	12.62	8.12	10.53	22.52
STX	45.22	49.31	55.37	55.77	43.97
MRVL	36.47	26.7	23.94	24.23	26.02
GPS	13.37	8.12	16.77	15.45	18.26
XPO	75.02	66.74	88.92	76.4	67.48
NAKD	0.4529	0.7225	0.795	3.88	8.4
EXK	4.32	1.61	2.12	2.48	2.3
CTVA	28.56	26.04	28.62	25.98	29.05
KR	34.79	31.46	26.58	24.24	20.67
AG	13.33	8.07	10.07	10.67	9.42
MDRX	9.0	6.5	8.58	10.94	10.3
PTON	68.22	31.5	32.36	23.87	-
OKE	27.91	28.97	70.14	63.77	63.2
WMT	129.4	121.02	113.49	115.71	108.39
SPCE	22.45	17.62	17.15	9.41	10.47
JWN	13.69	18.78	36.39	35.1	31.95
EMAN	1.09	0.36	0.55	0.3	0.42
GIS	63.27	59.42	51.36	49.56	51.29
CTRM	0.204	0.682	1.38	3.94	3.14
BSX	38.57	37.48	41.87	41.7	42.46
TLRD	0.3	1.66	3.98	4.64	4.6981
TEAM	176.65	155.49	147.0	120.79	140.12
ELAN	23.63	24.71	30.9	27.02	32.96
EPD	17.6	17.14	24.5	24.34	27.69
TRVN	2.32	0.74	0.881	0.96	0.95
KSS	19.04	18.46	41.22	48.75	50.56
IVZ	10.04	8.45	16.67	15.93	17.83
CDEV	0.787	1.18	3.26	3.4	5.95
CAT	132.88	115.51	129.19	134.59	127.6
DPW	2.81	1.23	1.54	1.12	5.6
INPX	1.46	1.14	2.91	4.365	17.865
AXAS	0.2	0.31	0.23	0.29	0.87
SING	0.0047	0.0058	0.0084	0.0118	0.0139
MNK	2.23	4.06	4.59	3.16	6.81
PTEN	3.88	3.6724	7.8437	8.1823	11.3834
HTZ	1.45	4.04	15.76	13.51	15.52
MVIS	2.02	0.35	0.65	0.74	0.64
ZEN	91.15	76.88	86.4	70.65	83.56
NAK	1.62	0.58	0.43	0.57	0.8
IPSI	0.01	0.039	0.045	0.044	0.06
RSSV	0.18	0.74	1.46	2.71	18.0
PHUN	1.49	0.725	0.89	1.65	1.71
PBF	8.68	11.4	27.0	31.64	27.01
CVE	4.46	3.64	8.5798	8.3213	9.0587
NXTD	0.487	0.46	0.392	0.48	0.46
WRK	26.86	31.92	38.25	36.22	34.49
SYF	22.13	19.38	31.54	34.2	34.48
AIG	32.14	25.17	49.13	51.45	54.09
GT	9.01	7.17	13.13	15.68	13.44
NTAP	44.3	43.29	52.18	54.18	56.18
CFG	24.81	22.04	36.06	33.66	35.31
BOXL	2.16	0.73	1.14	1.66	2.62
BCRX	4.07	3.91	2.85	2.0	3.17
OGEN	1.21	0.43	0.44	0.44	0.45
BRK.B	-	-	-	-	-
SXTC	0.397	0.44	0.981	1.14	2.45
NFLX	488.88	419.85	345.09	287.41	322.99
SHAK	48.55	54.51	67.45	82.28	74.66
AMAT	64.33	49.48	57.58	53.69	48.63
PE	10.98	9.41	16.49	15.64	16.39
MET	37.85	35.58	48.58	45.3	47.4
ON	20.6	16.05	23.15	20.4	21.51
PPL	26.62	25.08	35.23	32.21	28.1
KOS	1.61	1.65	5.0232	6.0508	5.8218
PSX	62.02	72.25	89.33	113.34	98.6
ETRN	9.65	8.22	9.04	12.52	14.46
NGD	1.65	0.81	0.92	1.05	1.34
NMCI	0.91	0.743	1.69	1.99	2.15
DRIO	12.4	7.72	7.67	0.25	0.61
AVGR	0.446	0.278	0.61	1.26	2.2
CODX	24.0	11.34	3.26	0.96	1.28
CNX	9.65	10.6	7.23	8.43	8.22
GLW	31.0	21.8	26.21	28.9	29.77
AM	5.67	4.5	4.46	5.39	7.3
SO	54.61	56.07	68.96	60.77	53.91
HOME	12.42	2.35	5.66	8.52	5.99
LB	24.41	11.89	22.88	16.51	24.78
CZR	31.05	9.66	59.78	12.28	11.84
CSX	71.34	66.0	75.81	69.55	69.42
K	68.99	64.93	66.98	61.84	56.16
WYNN	72.43	85.53	125.11	119.33	126.69
DBX	22.75	21.02	17.02	19.82	23.56
NKE	97.61	86.96	95.79	88.85	85.14
BKYI	0.7	1.17	0.82	0.52	1.29
LYFT	29.23	32.83	47.48	41.44	60.87
GCAN	0.0052	0.0045	0.0244	0.0624	0.14
TXMD	1.85	1.58	2.25	2.66	2.15
LLY	150.29	153.92	138.27	112.19	106.67
CLVS	5.79	7.61	8.29	3.17	10.55
EGO	12.59	9.47	7.28	8.42	7.7
NET	41.62	23.56	17.86	16.84	-
QEP	1.47	0.99	3.14	3.2795	4.8507
IBM	122.94	123.9	140.36	129.07	141.41
ONDK	1.46	1.21	4.08	4.46	3.58
IPG	18.05	16.73	22.11	20.96	21.83
GLUU	9.44	7.8	5.9	5.93	7.46
BGCP	2.77	3.0888	5.5992	4.9224	5.0703
ABUS	3.81	1.16	2.61	1.42	1.78
XSPA	3.86	119.07	184.6798	301.32	291.6
LVGO	127.25	40.01	24.16	21.59	44.25
MDT	96.48	96.99	113.97	107.01	99.66
NUAN	27.35	20.2	18.92	16.32	14.41
MYT	0.435	0.475	0.48	0.483	0.43
RRC	6.46	5.83	3.0	4.01	5.64
TJX	51.99	49.05	58.82	57.21	53.91
VLO	56.23	62.37	82.04	93.53	81.32
AYTU	1.39	1.64	0.72	1.03	1.56
UNP	173.35	158.9	177.37	162.68	175.85
WTRH	5.34	1.34	0.34	0.44	4.59
DHI	66.16	47.04	58.81	51.86	45.34
CENX	8.71	4.35	5.29	5.83	7.19
EQT	14.52	14.59	6.02	10.65	14.95
TFC	37.46	36.79	50.42	51.44	49.48
MGI	3.48	1.66	2.06	3.96	2.45
HEXO	0.675	0.515	1.25	2.15	4.26
SPR	19.57	22.15	65.26	81.62	76.55
PM	76.81	73.43	79.97	77.68	78.45
CMA	38.52	34.23	58.98	62.49	69.2
FEYE	15.1	11.51	15.98	15.84	15.0
XLNX	107.35	87.02	83.75	89.6	112.39
NUE	41.95	40.78	46.45	52.3	52.4
ADMP	1.18	0.52	0.66	0.81	1.15
CCJ	10.16	9.96	8.07	8.87	9.13
D	81.03	76.29	83.9	79.87	71.04
DD	53.48	46.48	50.27	64.44	70.56
HFC	27.5	32.67	44.05	53.52	48.13
PLAY	12.34	14.64	44.16	39.62	40.33
CHWY	52.49	43.24	26.51	24.67	33.56
NLSN	14.43	14.67	20.25	19.95	22.53
INTV	0.033	0.03	0.013	0.031	0.08
GTE	0.29	0.34	1.0	1.08	1.63
SPPI	2.99	2.9	2.53	7.76	7.58
CAH	54.62	49.02	50.23	48.04	43.98
BK	35.85	37.22	44.02	45.65	45.51
LM	49.99	49.43	38.51	36.25	36.23
TAOP	3.68	2.28	4.26	3.12	3.9
SU	15.76	17.7	29.95	28.77	27.52
MA	308.53	274.6	315.03	275.65	270.8
LEG	40.09	34.71	46.47	49.7	38.36
IRWD	9.17	10.0	12.08	10.04	10.63
LVS	43.64	48.02	64.03	59.95	57.84
FTCH	25.63	13.24	12.2	8.93	20.1
MT	10.97	10.98	14.66	14.82	15.72
NAVI	7.96	7.47	13.9	13.16	13.35
CGC	18.28	16.0	22.55	19.96	32.64
CBAY	3.55	1.77	1.54	4.49	6.18
SCON	0.49	0.25	0.24	0.21	0.92
ABT	100.64	91.73	86.44	82.59	85.69
CPRX	4.3	4.74	4.11	4.73	4.99
PFG	42.43	35.91	51.6	51.5	55.41
GOOGL	1487.95	1346.7	1432.78	1258.8	1218.2
JE	0.36	0.47	1.4	2.3	3.47
HJLI	0.33	0.4	0.61	0.7	1.12
PEG	55.94	50.25	58.13	61.67	55.24
PRU	63.37	61.18	88.3	87.44	96.01
TAP	37.52	41.01	54.95	51.53	52.19
AFL	35.57	36.94	50.88	52.19	51.42
FAST	47.04	36.02	34.45	35.25	30.03
TWOU	47.1	23.75	19.81	17.92	12.8
COMM	9.28	11.01	12.19	11.2	14.28
ED	76.83	77.97	92.26	89.74	81.98
RLGY	9.06	4.34	10.59	7.88	5.13
CAR	25.9	16.48	32.8	29.71	36.39
OZK	24.05	22.33	26.44	27.05	29.2
CL	77.2	69.86	72.9	67.38	70.02
NTEC	0.419	0.25	0.291	0.72	0.478
FSM	6.72	3.0	3.92	3.19	3.76
ORI	16.07	15.75	22.05	21.64	20.98
DVAX	8.11	4.25	5.05	5.09	2.76
PEP	137.66	131.27	139.98	134.26	124.24
EA	141.62	114.26	107.92	96.4	92.5
OGI	1.23	1.58	2.59	3.33	5.99
KSU	171.85	130.21	167.82	139.69	122.44
NVAX	143.1	18.13	7.62	4.17	4.31
TPR	13.36	14.88	25.41	25.16	29.62
MXIM	68.09	54.53	59.13	57.2	57.19
CHD	96.33	69.76	73.74	69.26	74.49
SLM	6.77	8.31	10.85	8.35	8.99
FHN	9.27	8.95	15.54	15.37	15.65
VFC	60.36	57.69	81.82	80.72	85.3
DISH	32.11	25.02	36.76	34.38	33.86
HIG	42.32	37.68	58.42	55.98	56.23
TMUS	107.38	87.8	79.19	82.66	79.73
LKCO	0.686	0.53	0.854	1.76	10.1
HLT	75.05	75.71	107.63	96.67	96.1
GNCA	2.85	2.28	2.07	2.48	3.36
AVTR	22.08	16.81	18.47	14.21	17.59
AXP	93.32	90.84	128.57	115.7	122.23
APPS	13.88	5.86	6.24	6.99	5.43
NLOK	21.45	21.15	16.23	13.0	12.21
AES	15.23	13.13	19.48	16.61	16.22
SHMP	0.0801	0.0308	0.095	0.1085	0.098
HON	149.37	140.86	171.03	169.7	168.59
HGSH	0.9	0.4	0.52	0.66	0.89
PAA	7.64	8.63	15.95	17.01	21.88
IP	34.79	33.71	39.6	42.0	41.7
BE	12.16	7.67	7.88	3.06	10.45
BAX	86.38	88.54	88.75	76.1	83.1
CHEK	0.588	0.497	1.87	1.714	2.1
PGR	90.34	77.2	80.48	67.36	78.16
NBY	1.23	0.92	0.6	0.57	1.34
MTDR	8.68	7.04	14.67	13.91	17.63
ALLY	20.1	16.24	31.41	29.86	31.91
AIM	2.92	2.08	1.0	0.5	2.35
BANF	43.56	38.18	56.75	56.56	56.67
PSTG	17.86	14.4	17.8	19.46	15.14
LOW	148.91	104.35	115.13	110.04	99.49
FOXA	25.77	25.87	36.81	31.81	36.8
OVV	9.69	6.26	14.96	18.71	21.67
MAR	83.83	90.94	139.5	125.6	137.51
UNH	302.78	291.22	270.11	249.57	244.77
BAM	32.33	33.69	40.54	36.34	32.13
ABML	0.104	0.06	0.031	0.049	0.18
AIKI	1.11	0.72	1.16	1.26	2.2013
LNC	37.27	35.07	53.2	54.78	62.94
WDC	43.1	46.08	64.65	50.58	52.31
GNW	2.04	3.63	4.1	4.28	3.99
MUR	13.21	11.73	20.5	19.96	22.95
SABR	7.56	7.27	20.96	22.7	22.6
CLDR	11.27	8.28	10.29	8.48	5.98
PACD	0.45	0.64	1.84	2.5	9.4
MUX	1.38	0.963	1.15	1.67	1.73
KDP	30.59	26.32	28.2	27.69	27.52
TENB	33.93	26.06	27.25	25.2	25.06
MDU	20.98	22.26	29.13	28.22	25.93
ADT	8.61	5.71	6.12	7.03	5.73
RIGL	2.3	1.79	2.26	2.05	2.28
KWBT	0.009	0.017	0.042	0.102	0.95
FLR	10.19	11.7	17.71	15.85	31.61
DRTT	1.68	1.197	2.59	4.546	5.24
TLRY	7.38	8.05	17.54	22.31	40.82
FIT	6.54	6.69	6.52	6.18	4.2
CRM	194.85	161.95	182.31	156.49	154.5
HTGM	0.664	0.37	0.556	0.951	1.33
ETSY	118.38	64.87	48.81	44.49	67.02
CBRE	43.81	42.93	61.05	53.55	53.01
MMTIF	0.02	0.03	0.06	0.02	0.02
PII	103.63	70.45	90.55	96.67	92.08
PRTY	1.64	0.759	2.88	5.62	6.38
CTSH	68.32	57.78	60.93	60.31	64.25
HD	265.49	218.53	225.24	230.17	208.4
EMBI	0.051	0.1	0.17	0.3	0.286
SONO	16.0	10.22	13.72	13.08	10.85
PAAS	37.36	21.19	22.87	16.94	15.06
JNPR	25.38	21.42	22.54	24.2	26.13
FIS	146.31	131.56	142.93	130.75	131.87
HPR	0.36	0.33	1.16	1.06	1.25
CRON	6.55	5.94	7.18	8.21	13.81
SWKS	145.58	103.47	112.27	89.95	83.74
AEO	10.0	7.95	14.16	14.98	17.06
KL	54.6	41.29	40.84	46.55	40.9
NAT	4.55	5.8426	3.2033	3.3735	1.8931
ADM	42.83	36.77	43.96	40.96	39.65
TECK	10.13	8.78	12.78	15.64	20.19
NVST	21.87	19.47	29.59	29.33	-
EVFM	2.99	4.74	4.95	5.09	4.86
EIX	55.67	58.03	74.8	60.94	71.63
SOLO	3.16	1.04	2.06	1.9	2.83
EMR	62.01	56.48	70.47	68.54	62.85
FISV	99.79	103.06	118.61	106.14	105.43
DB	8.92	7.41	9.15	7.25	7.81
INSG	13.48	11.95	6.71	5.73	5.2
GOOG	1482.96	1348.66	1434.23	1260.11	1216.68
GAU	1.88	1.12	0.94	-	-
ICE	96.78	89.16	99.06	93.39	86.73
OMC	53.73	56.39	73.73	74.96	77.26
ADP	132.91	145.83	169.34	159.42	162.83
ENDP	3.48	4.6	5.67	4.59	3.17
ZM	253.91	135.17	76.3	69.89	95.51
TWLO	277.42	112.3	124.34	96.56	139.11
AXL	7.06	4.32	9.24	8.36	12.07
NXPI	117.53	99.21	125.88	112.46	101.93
NVT	18.16	18.48	24.42	22.47	23.95
INUV	0.58	0.25	0.31	0.28	0.29
ISBC	8.12	9.18	11.8	11.66	10.88
IAG	4.98	3.51	2.96	3.74	3.63
TUP	15.43	3.22	6.26	9.63	15.05
CHGG	80.97	42.75	41.23	30.66	44.92
EGHT	15.9	16.96	18.62	19.32	24.17
BWA	36.6	28.42	33.92	41.06	37.05
ADI	114.85	109.01	108.57	104.98	115.07
DUK	84.74	83.68	95.57	91.29	83.09
TGT	125.88	109.16	109.53	105.12	84.31
MMM	150.47	150.43	155.69	160.51	168.44
LPCN	1.54	0.554	0.441	2.69	1.89
TTNP	0.29	0.26	0.26	0.18	1.11
STM	27.94	25.53	27.73	22.53	18.08
GPL	0.82	0.47	0.64	0.55	0.82
CROX	35.94	24.25	37.91	34.99	22.85
HOG	26.03	21.81	32.94	37.99	34.58
MPLX	18.27	17.37	22.42	23.96	26.06
SPWR	9.33	7.35	8.52	8.76	11.69
FCAU	10.15	8.61	11.89	13.99	12.04
MCD	194.28	186.32	211.23	192.95	205.61
BX	53.28	51.5	59.63	51.43	46.42
PFS	13.65	14.07	22.14	23.99	23.02
PNR	42.85	34.44	42.48	40.87	38.06
ROST	89.67	91.36	111.85	109.09	105.22
OTIS	62.74	50.72	-	-	-
ESI	10.86	10.25	11.7	10.86	10.02
GPRO	5.29	3.52	3.94	4.16	5.29
WSC	15.06	11.65	18.85	15.76	15.92
CAPR	7.96	7.0	1.53	2.56	4.4
WLL	0.78	1.26	4.54	6.34	17.68
NBEV	2.27	1.41	1.74	2.69	3.74
FLS	27.87	27.97	45.95	47.89	48.86
GOGO	2.91	1.63	5.26	6.15	4.19
UNM	17.23	17.18	25.77	26.31	30.22
DOCU	216.83	104.75	78.51	66.19	51.72
SYY	52.85	55.81	80.59	77.95	66.59
CXO	52.54	56.52	75.3	66.97	96.71
TRGP	18.28	12.89	36.01	37.44	36.62
BGFV	5.6	1.37	3.65	3.07	1.99
W	266.09	124.04	93.7	82.23	131.16
RSPI	0.0072	0.0063	0.095	0.27	0.68
DLPH	14.99	9.99	15.34	12.21	18.74
VSTM	1.34	1.89	1.88	1.09	1.5
MTCH	102.7	76.96	69.56	72.99	75.29
HWM	14.78	13.07	29.95	27.45	-
SLS	3.56	2.53	2.79	6.5	8.5
MYL	16.11	16.77	21.42	19.15	20.9
VRTX	272.0	251.2	227.05	195.48	166.62
PRK	85.76	78.86	92.5	97.64	90.19
ALT	26.58	3.05	1.72	1.91	2.4
LKQ	28.19	26.15	32.69	33.99	26.93
BYND	125.9	98.99	110.42	84.45	196.51
IMGN	4.11	4.08	4.72	2.38	2.25
LYB	62.52	57.13	75.62	86.15	79.29
PAGP	7.94	8.99	15.98	17.46	22.3
Z	68.39	43.96	46.21	32.57	49.96
PAYX	71.92	67.25	84.18	81.51	80.35
ACB	10.19	8.88	22.68	43.08	75.0
FTV	70.19	63.93	74.77	68.79	75.74
MIK	7.18	3.04	4.93	8.73	6.87
ANGI	15.79	6.78	8.03	6.85	13.85
EOG	46.85	47.13	71.69	67.93	83.79
TMBR	1.98	566.7837	774.1436	495.936	727.488
PBI	3.34	3.4574	3.618	4.2136	3.8241
ENSV	0.205	0.22	0.143	0.152	0.46
CLX	236.51	185.54	155.69	145.2	158.73
JAGX	0.654	0.456	0.768	0.74	1.72
MAS	57.16	40.93	47.23	45.84	40.28
ANF	9.63	10.58	16.12	15.77	18.19
BLU	2.62	9.34	8.16	6.68	8.5169
CLR	17.29	16.39	27.17	29.37	37.05
TTI	0.67	0.49	1.53	1.7	1.56
AGI	10.6	8.05	6.26	5.4	6.49
AMGN	244.67	237.61	213.08	208.93	181.52
HRC	97.22	112.23	105.98	103.99	105.72
CRWD	113.2	67.66	61.09	49.91	89.07
CLSK	7.25	1.5	4.65	4.2	12.3
CC	18.53	11.47	13.36	15.6	17.75
GPN	178.02	165.85	195.03	168.63	167.36
